hours,energy_load_mwh,energy_pv_mwh,energy_wind_mwh,energy_import_mwh,energy_export_mwh,energy_dg_mwh,energy_ely_mwh,energy_fc_mwh,energy_curt_mwh,cost_import_eur,income_export_eur,cost_dg_eur,net_cost_eur
6528,38120.63047623153,5434.804339454641,6411.4317583213515,37622.84047547629,11072.032529819897,2.0617507612233468e-07,201.4789575247143,84.62115164233289,6.696773910436274e-08,19131034.385777093,6467317.621329118,0.00020617507612233468,12663716.76465415
