hours,energy_load_mwh,energy_pv_mwh,energy_wind_mwh,energy_import_mwh,energy_export_mwh,energy_dg_mwh,energy_ely_mwh,energy_fc_mwh,energy_curt_mwh,cost_import_eur,income_export_eur,cost_dg_eur,net_cost_eur
6528,47650.78809528942,5434.804339454641,6411.4317583213515,15761.131301746907,13056.565098515268,23779.956968500002,87.19488167,36.621850640000005,0.0,8041517.716206339,7522362.973673836,10700980.635825,11220135.378357504
