hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
67,4.3035896,0.0,0.0,0.0,5.0,0.0,0.0,117063.7877456528
68,4.6487971,0.0,0.0,0.0,5.0,0.0,0.0,117865.35517737681
69,0.29481034,0.0,0.0,0.0,5.0,0.0,0.0,118037.43984101481
70,4.6318848,0.0,0.0,0.0,5.0,0.0,0.0,121587.1867298576
71,3.0904914,0.0,0.0,0.0,5.0,0.0,0.0,122329.5546446036
72,3.4924671,0.0,0.0,0.0,5.0,0.0,0.0,124760.6001948716
73,1.6622676,0.0,0.0,0.0,5.0,0.0,0.0,124270.5261714396
74,0.86572542,0.0,0.0,0.0,5.0,0.0,0.0,125667.02553388762
75,0.0,0.0,0.0,0.0,4.2638671,0.0,0.0,125744.201888414
76,3.0004437,0.0,0.0,0.0,5.0,0.0,0.0,126181.07624740999
77,3.1312619,0.0,0.0,0.0,5.0,0.0,0.0,126117.05470001399
78,4.8902067,0.0,0.0,0.0,5.0,0.0,0.0,125529.778647378
79,3.6314066,0.0,0.0,0.0,5.0,0.0,0.0,124117.991786954
80,3.2594215,0.0,0.0,0.0,5.0,0.0,0.0,125506.323129578
81,9.3432093,0.0,0.0,0.0,5.0,0.0,0.0,123584.776631238
82,5.4501692,0.0,0.0,0.0,5.0,0.0,0.0,120682.067122014
83,9.8030848,0.0,0.0,0.0,5.0,0.0,0.0,117711.63747402199
84,10.138012,0.0,0.0,0.0,5.0,0.0,0.0,112670.02174741519
85,7.6211286,0.0,0.0,0.0,5.0,0.0,0.0,106199.63003429519
86,8.1434034,0.0,0.0,0.0,5.0,0.0,0.0,100566.06989635919
87,8.9424476,0.0,0.0,0.0,5.0,0.0,0.0,94706.29028597519
88,6.4842269,0.0,0.0,0.0,5.0,0.0,0.0,89900.68805259919
89,8.9961845,0.0,0.0,0.0,5.0,0.0,0.0,87930.73267361119
90,5.0705952,0.0,0.0,0.0,5.0,0.0,0.0,83642.0394576064
91,5.7647574,0.0,0.0,0.0,5.0,0.0,0.0,81611.0580188984
92,4.9624882,0.0,0.0,0.0,5.0,0.0,0.0,76578.5118149564
93,6.765602,0.0,0.0,0.0,5.0,0.0,0.0,71518.8756214043
94,5.9851385,0.0,0.0,0.0,5.0,0.0,0.0,65972.4603259233
95,8.2774965,0.0,0.0,0.0,5.0,0.0,0.0,60913.1095425933
96,2.4468197,0.0,0.0,0.0,5.0,0.0,0.0,55068.86663022091
97,4.6419112,0.0,0.0,0.0,5.0,0.0,0.0,51729.051081566504
98,1.0303929,0.0,0.0,0.0,5.0,0.0,0.0,47983.020955350505
99,0.2253447,0.0,0.0,0.0,5.0,0.0,0.0,45827.60305597851
100,2.863844,0.0,0.0,0.0,5.0,0.0,0.0,44092.828931982505
101,1.8782192,0.0,0.0,0.0,5.0,0.0,0.0,41414.213991062505
102,1.8779449,0.0,0.0,0.0,5.0,0.0,0.0,39547.2621064065
103,6.1621794,0.0,0.0,0.0,5.0,0.0,0.0,38674.360219380214
104,0.0,0.0,0.0,0.0,4.588762,0.0,0.0,34665.72624412822
105,3.8947719,0.0,0.0,0.0,5.0,0.0,0.0,36396.13434974422
106,0.0,0.0,0.0,0.0,4.8515611,0.0,0.0,34748.59234316142
107,0.33988237,0.0,0.0,0.0,5.0,0.0,0.0,35936.95711701742
108,0.0,0.0,0.0,0.0,2.6238568,0.0,0.0,37047.70046074022
109,0.0,0.0,0.0,0.0,1.5037163,0.0,0.0,40666.46843051622
110,0.0,0.0,0.0,0.0,1.6193333,0.0,0.0,45814.357433380224
111,0.0,0.0,0.0,0.0,4.907947,0.0,0.0,49386.56757089222
112,2.7865856,0.0,0.0,0.0,5.0,0.0,0.0,51818.39950934422
113,0.94623102,0.0,0.0,0.0,5.0,0.0,0.0,52514.36077000822
114,1.2584069,0.0,0.0,0.0,5.0,0.0,0.0,53806.10363544102
115,0.0,0.26458713,0.0,0.0,1.0,0.0,0.0,54795.29202720501
116,0.0,0.36090777,0.0,0.0,0.0,0.0,0.0,56978.37366403661
117,0.0,0.15958598,0.0,0.0,1.0,0.0,0.0,59999.84043007271
118,0.0,0.0,0.0,0.0,1.0532811,0.0,0.0,62378.13478380971
119,0.60863307,0.0,0.0,0.0,0.0,0.0,0.0,65156.630407697725
120,0.12153262,0.0,0.0,0.0,0.0,0.0,0.0,68362.54297895412
121,0.0,0.0,0.0,0.0,1.5100907,0.0,0.0,69784.44075061251
122,0.0,0.0,0.0,0.0,1.2833481,0.0,0.0,71454.65549280772
123,0.0,0.0,0.0,0.0,1.3796454,0.0,0.0,72544.39682280773
124,0.0,0.0,0.0,0.0,2.0302477,0.0,0.0,74706.68879772772
125,0.0,0.0,0.0,0.0,2.8074042,0.0,0.0,76676.30788117573
126,0.015476079,0.0,0.0,0.0,5.0,0.0,0.0,77179.89977617572
127,0.0,0.0,0.0,0.0,3.604032,0.0,0.0,77887.01825201401
128,3.2972412,0.0,0.0,0.0,5.0,0.0,0.0,81546.467342766
129,0.91200109,0.0,0.0,0.0,5.0,0.0,0.0,80759.090344882
130,2.3930342,0.0,0.0,0.0,5.0,0.0,0.0,84785.68992564881
131,2.7562923,0.0,0.0,0.0,5.0,0.0,0.0,85547.8337281848
132,5.4397532,0.0,0.0,0.0,5.0,0.0,0.0,89196.92428584881
133,7.6268698,0.0,0.0,0.0,5.0,0.0,0.0,90249.69028231282
134,4.3759284,0.0,0.0,0.0,5.0,0.0,0.0,89459.9284366808
135,5.1002989,0.0,0.0,0.0,5.0,0.0,0.0,91084.61511542481
136,4.652519,0.0,0.0,0.0,5.0,0.0,0.0,91414.91202826481
137,3.8317336,0.0,0.0,0.0,5.0,0.0,0.0,94147.4688776208
138,3.5410456,0.0,0.0,0.0,5.0,0.0,0.0,96787.5263409248
139,0.66776062,0.0,0.0,0.0,5.0,0.0,0.0,97313.18858557679
140,1.459743,0.0,0.0,0.0,5.0,0.0,0.0,99678.1556899612
141,1.1593262,0.0,0.0,0.0,5.0,0.0,0.0,102420.69827170721
142,2.1389266,0.0,0.0,0.0,5.0,0.0,0.0,103325.2629316512
143,2.6482178,0.0,0.0,0.0,5.0,0.0,0.0,104632.8810513592
144,0.0,0.0,0.0,0.0,3.2863504,0.0,0.0,105465.6328470592
145,0.21284364,0.0,0.0,0.0,5.0,0.0,0.0,106619.2236243512
146,0.0,0.0,0.0,0.0,3.7049955,0.0,0.0,107227.341764104
147,1.137519,0.0,0.0,0.0,5.0,0.0,0.0,107604.898469104
148,1.3510936,0.0,0.0,0.0,5.0,0.0,0.0,107047.269054184
149,0.0,0.0,0.0,0.0,3.9264973,0.0,0.0,106722.50903079919
150,1.5242208,0.0,0.0,0.0,5.0,0.0,0.0,108603.6371576152
151,5.5256544,0.0,0.0,0.0,5.0,0.0,0.0,109241.2189780512
152,1.4227307,0.0,0.0,0.0,5.0,0.0,0.0,108368.5794964152
153,8.3603053,0.0,0.0,0.0,5.0,0.0,0.0,110197.3552637312
154,3.5357592,0.0,0.0,0.0,5.0,0.0,0.0,110926.82647171318
155,9.2741753,0.0,0.0,0.0,5.0,0.0,0.0,112308.29285449318
156,6.761524,0.0,0.0,0.0,5.0,0.0,0.0,110723.57498019918
157,5.2271182,0.0,0.0,0.0,5.0,0.0,0.0,110456.8082858052
158,6.8991606,0.0,0.0,0.0,5.0,0.0,0.0,112971.70286399919
159,5.1068117,0.0,0.0,0.0,5.0,0.0,0.0,114015.74151560919
160,9.2219751,0.0,0.0,0.0,5.0,0.0,0.0,115709.83834937519
161,8.3262902,0.0,0.0,0.0,5.0,0.0,0.0,113621.9153623632
162,4.1018085,0.0,0.0,0.0,5.0,0.0,0.0,114578.27342663718
163,4.8815727,0.0,0.0,0.0,5.0,0.0,0.0,115368.72521610919
164,6.2464817,0.0,0.0,0.0,5.0,0.0,0.0,114668.6549039672
165,2.639392,0.0,0.0,0.0,5.0,0.0,0.0,112869.55662206719
166,4.2110362,0.0,0.0,0.0,5.0,0.0,0.0,112515.54181981519
167,4.4250203,0.0,0.0,0.0,5.0,0.0,0.0,112726.8049698932
168,0.8160119,0.0,0.0,0.0,5.0,0.0,0.0,112794.05525380919
169,1.5103561,0.0,0.0,0.0,5.0,0.0,0.0,112867.072087396
170,0.0,0.0,0.0,0.0,4.5440104,0.0,0.0,111426.166030448
171,0.0,0.0,0.0,0.0,4.9455622,0.0,0.0,110309.280700448
