hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
105,7.002639596924699,0.0,4.4572354629440055e-09,5.740454156943703e-10,0.0,0.0,3.6601635926371246e-09,27560.279277201884
106,3.6831474593259337,0.0,5.870966910896391e-09,5.221833326593052e-10,0.0,0.0,4.213729540870288e-09,25740.44388598005
107,3.9927231120849562,0.0,2.8389634597440993e-09,4.5604655992063396e-10,0.0,0.0,2.3155955872823024e-09,26244.20008030985
108,1.8027639998993417,0.0,3.763900401144123e-09,3.7098002584125127e-10,0.0,0.0,2.6251373843220144e-09,26723.844888435207
109,0.9211838364611449,0.0,2.6210417664868826e-09,3.5264736357315544e-10,0.0,0.0,1.9335252960521335e-09,29371.884587382538
110,1.067827953646014,0.0,7.2126828966452355e-09,6.147359625353536e-10,0.0,0.0,4.59683911638247e-09,33334.37082739004
111,3.780079735953602,0.0,0.0,3.5442301051664964e-10,0.0,0.0,4.887356626214709e-10,36037.27854153551
112,6.150471898786604,0.0,6.335893573983643e-09,6.246177295873825e-10,0.0,0.0,3.605528316543854e-09,37609.81682517721
113,4.681104814095047,0.0,2.267535247568063e-09,5.652495856393181e-10,0.0,0.0,1.5846505202409355e-09,37773.94602833909
114,4.862245592628873,0.0,1.9566355771379916e-09,4.752494261202789e-10,0.0,0.0,1.0001855002446764e-09,38383.70842223663
115,0.30133043169587503,0.0,2.5768492802097262e-09,1.308477476401194e-09,0.0,0.0,-2.668330435012334e-11,38761.334774612566
116,0.0,0.8352859715652723,2.5551742557846144e-07,1.6258897378191085e-09,0.0,0.0,1.7631732830125738e-07,40464.962025532186
117,0.0,0.06840881833304953,0.0,1.2840485236962692e-08,0.0,0.0,1.7186491298281365e-08,42844.14307049683
118,0.14444483403109462,0.0,0.0,1.2726096255708304e-09,0.0,0.0,1.960276631240213e-09,44938.73920068324
119,0.0,0.20063264894613855,9.126906596226974e-07,4.984764733428576e-10,0.0,6.47001111881283e-11,6.387626344951441e-07,47321.110738001094
120,0.0,0.5770138702505002,5.2709643071106214e-08,1.9230363472209962e-09,0.0,0.0,3.500839755502716e-07,50014.722603471266
121,0.5577724739872505,0.0,0.0,2.613109916911474e-08,0.0,0.0,3.3490184202570374e-08,51165.138687725266
122,0.3976584489200861,0.0,0.0,2.501301857257501e-09,0.0,0.0,3.458451859237275e-09,52667.043758200656
123,0.514596279198009,0.0,3.23263147706903e-10,2.567966962716388e-10,0.0,0.0,6.788701081904054e-10,53697.00461544282
124,1.0590181360944544,0.0,4.683397585195554e-10,4.7974622769245144e-11,8.217216348157007e-12,0.0,4.212031660980105e-10,55614.008403544736
125,1.6940433810271371,0.0,4.0127556571153304e-10,3.1498099202934044e-11,2.3209868758413113e-13,0.0,3.3556841226210727e-10,57370.36644092181
126,3.460500849947202,0.0,3.8985825140448443e-10,2.5868893737104952e-11,0.0,0.0,3.147289615395087e-10,57927.88681897953
127,2.2861256228305584,0.0,4.143634819716159e-10,2.5695395963867798e-11,0.0,0.0,3.271147583588453e-10,58649.87700720351
128,5.984244920349327,0.0,4.531246508565366e-10,2.941704650508664e-11,0.0,0.0,3.507124098407719e-10,62097.90495819765
129,4.077176058772453,0.0,4.634864277131096e-10,3.0365314104508794e-11,0.0,0.0,3.6229258667829294e-10,61933.089208780126
130,5.261564045838758,0.0,6.181131296134896e-10,2.7410529336819063e-11,0.0,0.0,4.785298987510128e-10,65591.50192713016
