hours,energy_load_mwh,energy_pv_mwh,energy_wind_mwh,energy_import_mwh,energy_export_mwh,energy_dg_mwh,energy_ely_mwh,energy_fc_mwh,energy_curt_mwh,cost_import_eur,income_export_eur,cost_dg_eur,net_cost_eur
6528,47650.78809528942,5434.804339454641,6411.4317583213515,46052.36802063399,10003.064613419114,2.148063995369095e-07,115.58127515076988,48.544127572908764,6.626758158257426e-08,23418483.08686943,5885005.816192331,0.00021480639953690953,17533477.270891905
