hours,energy_load_mwh,energy_pv_mwh,energy_wind_mwh,energy_import_mwh,energy_export_mwh,energy_dg_mwh,energy_ely_mwh,energy_fc_mwh,energy_curt_mwh,cost_import_eur,income_export_eur,cost_dg_eur,net_cost_eur
6528,47650.78809528942,5434.804339454641,6411.4317583213515,46050.70926141043,10127.946755864785,128.75511870689414,119.3988920357564,50.147526203676655,4.082225960851063e-08,23417554.11558357,5986767.822206988,96566.33903017061,17527352.63240675
