hour,p_import_mw,p_export_mw,p_ely_mw,p_fc_mw,p_dg_mw,p_curt_mw,soc_mwh,objective_eur
0,2.595665348301576,0.0,2.758398116112826e-09,0.0,3.4135656542165614e-10,0.0,2.0877914346282995e-09,74681.23709715824
1,1.2689603430478438,0.0,8.054777070441005e-10,1.3318927217429929e-10,1.6642681776487456e-10,0.0,8.76486756732677e-10,76807.7732216753
2,1.9709552561940609,0.0,4.156616642795488e-10,5.133519222185545e-11,5.968314549293487e-11,0.0,4.293532625788158e-10,79452.75247618448
3,2.27296498493812,0.0,5.756307107520461e-10,1.1485810929172462e-11,9.434694209270471e-11,0.0,4.944925582081132e-10,80400.68675962271
4,2.7694902922603344,0.0,4.0768993953089513e-10,2.0397181993847153e-11,6.341904171503204e-11,0.0,3.7788787712993726e-10,82413.96629324101
5,3.2946195026047755,0.0,4.2496440903597854e-10,1.0367548023693763e-11,5.6348862007135706e-11,0.0,3.767966506946135e-10,83249.49608532451
6,3.049118529410649,0.0,7.518490137982205e-10,0.0,1.0035363916264016e-10,0.0,6.295120897212839e-10,83494.89545094126
7,4.685630404874039,0.0,1.1709102274229883e-09,0.0,1.589995995896088e-10,0.0,9.818493123289654e-10,83052.99354682451
8,4.753466742257042,0.0,9.849939252315669e-10,4.1747839915884945e-11,1.3885412918494426e-10,0.0,8.712910248670811e-10,81507.70405619382
9,4.4055942710480975,0.0,2.51985666728973e-09,1.8632424819871833e-11,2.906269636861162e-10,0.0,1.958345826187401e-09,78936.9740093491
10,6.576100456131195,0.0,7.596102118243908e-10,5.09934873712512e-11,1.9825832330036287e-10,0.0,9.434045905507646e-10,77485.04031175782
11,4.208947405052977,0.0,5.207017416355034e-10,1.1979573152858479e-11,1.2581565429037774e-10,0.0,5.838579106414288e-10,73875.46162234765
12,6.862789414271257,0.0,3.2382563269787223e-09,0.0,6.650063360996164e-10,0.0,2.910412096334724e-09,73110.87058133671
13,11.386287128721037,0.0,3.736087766027259e-10,1.548657938491321e-10,7.198401790533322e-11,0.0,7.386559155742563e-10,70979.24442323823
14,12.138708276883301,0.0,1.8054157799709016e-10,3.300160532374969e-11,2.917209826045454e-11,0.0,2.582029043846482e-10,66383.03355571559
15,14.149663685488015,0.0,3.802282360424863e-10,0.0,4.0780068355233846e-11,0.0,3.694915343833695e-10,61106.395886833285
16,9.361404210938769,0.0,1.1591555842912702e-08,0.0,1.6130307763085702e-09,0.0,9.767864761747423e-09,56031.55571984319
17,12.370345481649261,0.0,0.0,6.78973285742763e-10,0.0,0.0,1.2664425181038345e-09,53186.44650303673
18,8.468486902069426,0.0,1.1433901990810342e-10,8.090629576337784e-11,1.1866440299616169e-11,0.0,2.657288251697212e-10,48509.733387165936
19,6.715485578787223,0.0,1.633264453928666e-10,8.884420696697669e-12,2.3058616798245106e-11,0.0,1.6657741050375048e-10,43911.1366301393
20,7.85533936069453,0.0,2.3092888713984058e-10,0.0,3.047917172216502e-11,0.0,2.100950401587412e-10,40110.28152444906
21,9.449586409670122,0.0,3.5685871648668433e-10,0.0,4.119058675339033e-11,0.0,3.245716331589973e-10,36042.90449565764
22,8.508741022875688,0.0,3.75823299561353e-10,0.0,4.786648607467051e-11,0.0,3.516847716452038e-10,31417.815128688562
23,10.22541681467125,0.0,2.397642188276139e-09,0.0,4.7211748748044e-10,0.0,2.1226203270549817e-09,27691.793860542384
24,7.132953319461948,0.0,7.151185680298156e-12,1.510826067723461e-10,3.749932263634017e-12,0.0,2.920094901776242e-10,22993.282570425556
25,6.912425509345116,0.0,9.281476583858425e-11,1.714694828655418e-11,1.38694777224428e-11,0.0,1.1006567853298699e-10,19509.531742347634
26,3.9935170955447856,0.0,9.412490373338572e-11,4.847261896065437e-12,1.48434903162991e-11,0.0,8.519271778879885e-11,16005.83958760817
27,6.568602805304057,0.0,1.3280049947699567e-10,1.5448034649774058e-12,2.8846248790751392e-11,0.0,1.113746936614882e-10,14126.829041409414
28,4.55222006964007,0.0,5.883783718434341e-10,0.0,1.1971608398494634e-10,0.0,4.4476251861722035e-10,11909.144189437997
29,3.818216338707717,0.0,1.1687183009302127e-11,3.3023629685801746e-11,4.069751525768085e-12,0.0,6.518131168748316e-11,11215.503832681929
30,2.1062536652215242,0.0,2.2133520003127433e-11,6.72136974421396e-12,5.680039642756397e-12,0.0,2.0631063364892827e-11,13024.605334687209
31,1.3885204564118814,0.0,1.4536249599350194e-11,5.674479678685817e-12,4.716437758569285e-12,0.0,5.971948413446681e-12,14152.504547474222
32,1.2813101975181218e-11,1.271502994498426e-10,2.247036212902117,2.773018218652889e-11,2.220209509572701e-11,1.786435767619545e-11,1.5729253490512631,16473.339026953203
33,1.5198518454822516,4.371468868891231e-12,5.429083338464785e-11,7.60995160885692e-11,5.3673873100014854e-11,0.0,1.572925349026173,20666.94704292183
34,2.9723087173282273e-11,4.2514486915835306e-11,3.1402067415149575,1.3319288119682635e-11,9.385026682147762e-12,0.0,3.7710700680958276,24645.35437811416
35,2.770978875407405,2.7438131039759013e-11,7.716762009461698e-10,5.51924457372355e-10,2.9920978909139937e-10,0.0,3.7710700680007108,28448.523346693364
36,2.314641090476195,1.6036412950375165e-10,2.1500790483253735e-09,1.6585113840499867e-09,8.240709449158102e-10,0.0,3.7710700675362507,31548.39771994242
37,1.5795728054315643,0.0,3.243553516356822e-11,3.729436557784049e-11,1.656596536802704e-11,0.0,3.7710700675228193,36422.686203216566
38,0.7800341467320415,0.0,3.225038862437498e-11,4.3022535535451905e-11,1.7434391232206645e-11,0.0,3.771070067498241,39717.10513473857
39,3.42188684866699,0.0,5.309567442265247e-11,7.675204816979005e-11,2.9061670403135802e-11,0.0,3.7710700674511113,44745.291810013856
40,3.2909313705993672,0.0,7.452901068770878e-11,9.406012991382803e-11,3.7396101380728275e-11,0.0,3.771070067396013,48384.38433083494
41,2.3918673695965302,9.354906643874287e-12,6.078229385847585e-11,8.83575762951879e-11,3.937959920418126e-11,0.0,3.7710700673381123,50929.21567089255
42,7.041915806954428e-12,2.7958005087293123,2.6323979059495825e-10,1.5557268212037907e-11,0.0,1.1377475397992952e-11,3.7710700675501587,55992.76641937223
43,3.900606018339648e-11,5.485712529123719e-10,3.021135164047937,3.671561972687057e-11,1.5783422611159433e-12,0.0,5.885864682385953,59783.44982180941
44,0.0,3.858298777691554e-10,1.9032397110883896,2.0983670549665776e-11,0.0,5.033863815828206e-12,7.218132480113396,63620.08211972803
45,6.1674452514280385e-12,1.6546314063535665e-10,1.1000347998763842,2.2873118118002847e-11,0.0,5.2961812451783485e-12,7.9881568399892755,67580.25790863516
46,0.5587084446958792,0.0,2.4644153409727034e-10,5.670035857471797e-10,1.200057364059085e-10,0.0,7.988156839220312,69639.30261264688
47,0.20042899974312325,0.0,1.1025803950457448e-10,2.0139918350192738e-10,4.5894183420982775e-11,0.0,7.988156838962552,73383.96158107386
48,7.171763507391407e-11,3.8898037866211676e-10,1.107702893325181,1.8899521058227454e-10,0.0,1.665582018531963e-11,8.763548863975878,76183.745392975
49,6.818053656889582e-11,7.289365002112573e-10,2.0785556466043205,2.7804526001134294e-10,0.0,5.5450826054250936e-11,10.21853781613474,79274.77137517474
50,0.0,0.08661018612042612,4.814270871816356e-10,3.723335796772641e-11,0.0,1.9860003581612275e-10,10.218537816408471,81706.41165872893
51,2.3549412204756406,0.0,1.0663420759198105e-10,1.3871695906570249e-10,6.099026659788127e-11,0.0,10.218537816249528,83849.01877447896
52,3.0722329647658726,0.0,3.112813164913415e-10,5.863779574685202e-10,1.800910515541752e-10,0.0,10.218537815487414,84275.38279656002
53,7.678209300824482,0.0,2.8974023906623547e-10,5.706585618021723e-10,1.7061556807890006e-10,0.0,10.218537814732965,85759.22460357228
54,4.512798029421476,0.0,1.5696916215326356e-10,2.657500908471879e-10,8.593475020532393e-11,0.0,10.218537814394292,85118.16419833485
55,4.100307734487112,0.0,1.1960219087661904e-10,2.082284730833183,2.354159233462406e-10,0.0,6.748063263078063,86604.42697531021
56,7.87147686575397,0.0,2.7403588563942947e-10,6.267602504484547e-10,6.673642083034889e-10,0.0,6.748063262214399,88009.4597091686
57,8.804586488059162,0.0,1.558926574839961e-10,4.5942058958733375e-10,9.194665510987678e-10,0.0,6.748063261533552,87206.06515086134
58,7.138615822008245,0.0,3.3918204930955766e-11,0.0,6.225411824484823e-11,0.0,6.748063261581349,88493.33775426901
59,8.256206823016454,0.0,5.253663842710135e-11,0.0,7.681101581475706e-11,0.0,6.7480632616782605,88969.93754196205
60,11.18536391283092,0.0,3.993167604861867e-10,2.889233689864282e-10,4.2230838560063575e-10,0.0,6.748063261483132,90672.35679236664
61,7.573265848160936,0.0,6.559899963123082e-10,5.345320097697047e-10,8.078237909993313e-10,0.0,6.748063261058598,90927.90213869076
62,10.124208042909055,0.0,1.1359723342125442e-09,2.203348818946134e-09,1.5752375194483863e-09,0.0,6.7480632581892985,92060.99328657988
63,9.840946104165578,0.0,1.0333937852807727e-09,2.744308445532753e-09,1.893798569475565e-09,0.0,6.748063254339552,92119.51366013766
64,7.671794152631227,0.0,1.3271524131287388e-09,1.1381195254230976e-09,2.5286939322659726e-09,0.0,6.748063253308458,92724.42031589363
65,11.60855008661167,3.598612635295462e-11,2.345199671718853e-09,1.4919597059983004e-09,3.955922840927129e-09,0.0,6.748063252265822,93489.51099907237
66,5.933435479154987,4.892859171686858e-12,3.4085914626036165e-11,1.0300449742150806e-11,5.4165554091376236e-11,0.0,6.748063252268224,93247.84973577967
67,6.993751682042783,0.0,3.8384642837178356e-11,5.750733258098477e-11,7.822882661500765e-11,0.0,6.748063252193214,94371.76059581911
68,7.218957652057115,0.0,2.3721122533919787e-11,0.0,7.664814887739674e-11,0.0,6.7480632522542345,95257.16556924288
69,3.753408257122316,0.0,1.5843410615330309e-09,0.0,4.097443090705242e-09,0.0,6.748063256002959,95669.16721577011
