hours,energy_load_mwh,energy_pv_mwh,energy_wind_mwh,energy_import_mwh,energy_export_mwh,energy_dg_mwh,energy_ely_mwh,energy_fc_mwh,energy_curt_mwh,cost_import_eur,income_export_eur,cost_dg_eur,net_cost_eur
6528,38120.63047623153,5434.804339454641,6411.4317583213515,37624.09907588976,11157.168919313415,81.8744695572456,198.02496207014553,83.17047647382421,5.128519668209134e-08,19131706.527444735,6533008.875520894,61405.85216793422,12660103.504091775
